seq	arm	self_chr	region_start	region_end	chrs_involved	arms_involved
HG00097#2#CM094086.1:6503-506502_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG00097#2#CM094086.1:67692993-68192992_chr20_qarm	qarm	chr20	400000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00097#2#CM094087.1:44017143-44517142_chr21_qarm	qarm	chr21	480000	500000	chr1,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr6q,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00097#2#CM094087.1:6615-506614_chr21_parm	parm	chr21	0	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00097#2#CM094088.1:2580-502579_chr22_parm	parm	chr22	0	385000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00097#2#CM094088.1:48711924-49211923_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr10,chr19,chr21,chr22	chr1q,chr2q,chr4q,chr10q,chr19q,chr21q,chr22q
HG00097#2#CM094089.1:154547806-155047805_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG00097#2#CM094089.1:5433-505432_chrX_parm	parm	chrX	.	.	.	.
HG00097#2#JBIRDE010000002.1:57482406-57982405_chr17_qarm	qarm	chr17	455000	500000	chr1,chr4,chr5,chr6,chr8,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr4q,chr5q,chr6p,chr6q,chr8p,chr17q,chr19q,chr20p,chr21q,chr22q
HG00097#2#JBIRDE010000003.1:98480290-98980289_chr14_qarm	qarm	chr14	.	.	.	.
HG00097#2#JBIRDE010000006.1:103106099-103606098_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr19,chr20,chr21	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr13q,chr19q,chr20p,chr21q
HG00097#2#JBIRDE010000007.1:1290-501289_chr6_parm	parm	chr6	0	160000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q,chr21q,chr22q
HG00097#2#JBIRDE010000008.1:91143336-91643335_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00097#2#JBIRDE010000014.1:9586-509585_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00097#2#JBIRDE010000039.1:4462-504461_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG00097#2#JBIRDE010000040.1:1596-501595_chr3_parm	parm	chr3	.	.	.	.
HG00097#2#JBIRDE010000045.1:46181334-46681333_chr16_qarm	qarm	chr16	345000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00097#2#JBIRDE010000046.1:112758410-113258409_chr6_qarm	qarm	chr6	355000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00097#2#JBIRDE010000050.1:3127-503126_chr17_parm	parm	chr17	0	40000	chr11,chr17	chr11p,chr17p
HG00099#1#CM087317.1:242016465-242516464_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#1#CM087317.1:8760-508759_chr2_parm	parm	chr2	.	.	.	.
HG00099#1#CM087318.1:12085-512084_chr5_parm	parm	chr5	.	.	.	.
HG00099#1#CM087318.1:180723421-181223420_chr5_qarm	qarm	chr5	315000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG00099#1#CM087319.1:10537-510536_chr7_parm	parm	chr7	0	140000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#1#CM087319.1:160309281-160809280_chr7_qarm	qarm	chr7	.	.	.	.
HG00099#1#CM087320.1:146035624-146535623_chr8_qarm	qarm	chr8	.	.	.	.
HG00099#1#CM087320.1:9246-509245_chr8_parm	parm	chr8	0	170000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr1q,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q
HG00099#1#CM087321.1:133981046-134481045_chr10_qarm	qarm	chr10	470000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#1#CM087321.1:9826-509825_chr10_parm	parm	chr10	0	65000	chr3,chr9,chr10,chr16,chr18	chr3q,chr9q,chr10p,chr18p
HG00099#1#CM087322.1:136245917-136745916_chr11_qarm	qarm	chr11	.	.	.	.
HG00099#1#CM087322.1:8565-508564_chr11_parm	parm	chr11	0	180000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr16q,chr17p,chr17q,chr19p,chr20p,chr20q
HG00099#1#CM087323.1:133134315-133634314_chr12_qarm	qarm	chr12	.	.	.	.
HG00099#1#CM087323.1:7401-507400_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00099#1#CM087324.1:8365-508364_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG00099#1#CM087324.1:92902119-93402118_chr16_qarm	qarm	chr16	290000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG00099#1#CM087325.1:12028-512027_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG00099#1#CM087325.1:79967905-80467904_chr18_qarm	qarm	chr18	.	.	.	.
HG00099#1#CM087326.1:12799-512798_chr19_parm	parm	chr19	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00099#1#CM087326.1:61825546-62325545_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr19p,chr19q,chr20p,chr21q,chr22q
HG00099#1#CM087327.1:65947416-66447415_chr20_qarm	qarm	chr20	410000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00099#1#CM087327.1:8321-508320_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#1#JBHDWO010000001.1:13959-513958_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00099#1#JBHDWO010000003.1:136377111-136877110_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#1#JBHDWO010000004.1:98933748-99433747_chr13_qarm	qarm	chr13	490000	500000	chr1,chr4,chr13,chr19,chr20,chr21,chr22	chr1q,chr4q,chr13q,chr19q,chr20p,chr21q,chr22q
HG00099#1#JBHDWO010000005.1:8634-508633_chr1_parm	parm	chr1	0	115000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00099#1#JBHDWO010000010.1:34819070-35319069_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#1#JBHDWO010000012.1:96569231-97069230_chr14_qarm	qarm	chr14	.	.	.	.
HG00099#1#JBHDWO010000013.1:94174686-94674685_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00099#1#JBHDWO010000014.1:8744-508743_chrX_parm	parm	chrX	.	.	.	.
HG00099#1#JBHDWO010000015.1:10200438-10700437_chr6_qarm	qarm	chr6	360000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG00099#1#JBHDWO010000017.1:45139744-45639743_chr22_qarm	qarm	chr22	480000	500000	chr1,chr4,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#1#JBHDWO010000057.1:11385-511384_chr6_parm	parm	chr6	0	100000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00099#1#JBHDWO010000059.1:113371560-113871559_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr10,chr19,chr20,chr21,chr22	chr1q,chr4q,chr10q,chr19q,chr20p,chr21q,chr22q
HG00099#1#JBHDWO010000061.1:44403996-44903995_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr13,chr17,chr19,chr20,chr21,chr22	chr1p,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#1#JBHDWO010000062.1:110521766-111021765_chr3_qarm	qarm	chr3	255000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG00099#1#JBHDWO010000063.1:9687-509686_chr3_parm	parm	chr3	.	.	.	.
HG00099#1#JBHDWO010000064.1:103697539-104197538_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p
HG00099#1#JBHDWO010000066.1:18386-518385_chr17_parm	parm	chr17	0	35000	chr3,chr11,chr17	chr3q,chr11p,chr17p
HG00099#1#JBHDWO010000069.1:7741-507740_chr14_parm	parm	chr14	0	450000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00099#2#CM087358.1:241884850-242384849_chr2_qarm	qarm	chr2	470000	500000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00099#2#CM087358.1:8760-508759_chr2_parm	parm	chr2	.	.	.	.
HG00099#2#CM087359.1:190205581-190705580_chr4_qarm	qarm	chr4	470000	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00099#2#CM087359.1:8971-508970_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00099#2#CM087360.1:11779-511778_chr5_parm	parm	chr5	.	.	.	.
HG00099#2#CM087360.1:182387854-182887853_chr5_qarm	qarm	chr5	300000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#2#CM087361.1:172618387-173118386_chr6_qarm	qarm	chr6	355000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG00099#2#CM087361.1:9807-509806_chr6_parm	parm	chr6	0	100000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00099#2#CM087362.1:11755-511754_chr7_parm	parm	chr7	0	185000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q
HG00099#2#CM087362.1:160248183-160748182_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
HG00099#2#CM087363.1:145413064-145913063_chr8_qarm	qarm	chr8	.	.	.	.
HG00099#2#CM087363.1:8801-508800_chr8_parm	parm	chr8	0	170000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q
HG00099#2#CM087364.1:135303096-135803095_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#2#CM087364.1:13984-513983_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00099#2#CM087365.1:11404-511403_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr16,chr18	chr3q,chr9q,chr10p,chr18p
HG00099#2#CM087365.1:134818169-135318168_chr10_qarm	qarm	chr10	470000	500000	chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr18,chr19,chr21,chr22	chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr18p,chr19q,chr21q,chr22q
HG00099#2#CM087366.1:11989-511988_chr11_parm	parm	chr11	0	300000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17p,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#2#CM087366.1:134606239-135106238_chr11_qarm	qarm	chr11	.	.	.	.
HG00099#2#CM087367.1:132047243-132547242_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
HG00099#2#CM087367.1:9402-509401_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00099#2#CM087368.1:11523-511522_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr12,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr16p,chr19p,chr20p,chr20q
HG00099#2#CM087368.1:88981120-89481119_chr16_qarm	qarm	chr16	460000	500000	chr3,chr7,chr9,chr11,chr16	chr3q,chr7p,chr9q,chr11p,chr16q
HG00099#2#CM087369.1:11074-511073_chr18_parm	parm	chr18	0	50000	chr9,chr10,chr18	chr9q,chr10p,chr10q,chr18p
HG00099#2#CM087369.1:79630432-80130431_chr18_qarm	qarm	chr18	.	.	.	.
HG00099#2#CM087370.1:11966-511965_chr19_parm	parm	chr19	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00099#2#CM087370.1:61817289-62317288_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#2#CM087371.1:66012559-66512558_chr20_qarm	qarm	chr20	400000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00099#2#CM087371.1:8321-508320_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00099#2#CM087372.1:12430-512429_chr22_parm	parm	chr22	0	485000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00099#2#CM087372.1:48278202-48778201_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr19q,chr20p,chr21q,chr22q
HG00099#2#JBHDWP010000001.1:103073087-103573086_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr16p,chr19p
HG00099#2#JBHDWP010000003.1:107600456-108100455_chr1_qarm	qarm	chr1	485000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#2#JBHDWP010000009.1:101684058-102184057_chr13_qarm	qarm	chr13	490000	500000	chr4,chr6,chr13,chr17	chr4q,chr6p,chr6q,chr13q,chr17q
HG00099#2#JBHDWP010000011.1:108568595-109068594_chr3_qarm	qarm	chr3	250000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG00099#2#JBHDWP010000014.1:94852808-95352807_chr14_qarm	qarm	chr14	.	.	.	.
HG00099#2#JBHDWP010000015.1:11526-511525_chrX_parm	parm	chrX	.	.	.	.
HG00099#2#JBHDWP010000016.1:9711-509710_chr17_parm	parm	chr17	0	5000	chr11,chr16,chr17	chr11p,chr17p
HG00099#2#JBHDWP010000017.1:39506063-40006062_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#2#JBHDWP010000053.1:10910-510909_chr3_parm	parm	chr3	.	.	.	.
HG00099#2#JBHDWP010000057.1:11360-511359_chr1_parm	parm	chr1	0	200000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG00099#2#JBHDWP010000059.1:44997834-45497833_chr17_qarm	qarm	chr17	445000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr16q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00099#2#JBHDWP010000061.1:93720276-94220275_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00126#1#CM090108.1:247142684-247642683_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr6,chr7,chr10,chr19,chr20,chr21,chr22	chr1q,chr4q,chr6p,chr7p,chr10q,chr19q,chr20p,chr21q,chr22q
HG00126#1#CM090108.1:4286-504285_chr1_parm	parm	chr1	0	115000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00126#1#CM090109.1:242600463-243100462_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00126#1#CM090109.1:5198-505197_chr2_parm	parm	chr2	.	.	.	.
