gene_name,genome_wide_copies,gene_biotype,chromosomes,num_chromosomes
PFN1P10,1,pseudogene,chr1,1
ALPL,1,protein_coding,chr1,1
LINC02596,1,lncRNA,chr1,1
RAP1GAP,1,protein_coding,chr1,1
USP48,1,protein_coding,chr1,1
LOC124904736,1,pseudogene,chr1,1
LDLRAD2,1,protein_coding,chr1,1
HSPG2,1,protein_coding,chr1,1
RPL21P29,1,pseudogene,chr1,1
CELA3B,1,protein_coding,chr1,1
RN7SL386P,1,pseudogene,chr1,1
RNU6-1022P,1,pseudogene,chr1,1
CELA3A,1,protein_coding,chr1,1
RN7SL186P,1,pseudogene,chr1,1
RNU6-776P,1,pseudogene,chr1,1
LINC01635,1,lncRNA,chr1,1
LINC00339,1,lncRNA,chr1,1
CDC42,1,protein_coding,chr1,1
LOC124903873,1,pseudogene,chr1,1
WNT4,1,protein_coding,chr1,1
LOC105376845,1,lncRNA,chr1,1
LOC105376850,1,lncRNA,chr1,1
LOC107985377,1,lncRNA,chr1,1
MIR4418,1,miRNA,chr1,1
LOC105376856,1,lncRNA,chr1,1
ZBTB40,1,protein_coding,chr1,1
EPHA8,1,protein_coding,chr1,1
MIR6127,1,miRNA,chr1,1
C1QA,1,protein_coding,chr1,1
C1QC,1,protein_coding,chr1,1
C1QB,1,protein_coding,chr1,1
EPHB2,1,protein_coding,chr1,1
MIR4684,1,miRNA,chr1,1
MIR4253,1,miRNA,chr1,1
LOC124903874,1,lncRNA,chr1,1
LACTBL1,1,protein_coding,chr1,1
TEX46,1,protein_coding,chr1,1
KDM1A,1,protein_coding,chr1,1
MIR3115,1,miRNA,chr1,1
LUZP1,1,protein_coding,chr1,1
RNU6-514P,1,pseudogene,chr1,1
RNU6-135P,1,pseudogene,chr1,1
HTR1D,1,protein_coding,chr1,1
RPL29P6,1,pseudogene,chr1,1
LINC01355,1,lncRNA,chr1,1
HNRNPR,1,protein_coding,chr1,1
ZNF436,1,protein_coding,chr1,1
ZNF436-AS1,1,lncRNA,chr1,1
TCEA3,1,protein_coding,chr1,1
LOC124903875,1,lncRNA,chr1,1
ASAP3,1,protein_coding,chr1,1
E2F2,1,protein_coding,chr1,1
LOC101928163,1,lncRNA,chr1,1
LOC124903876,1,lncRNA,chr1,1
LOC105376859,1,lncRNA,chr1,1
ID3,1,protein_coding,chr1,1
LOC107984928,1,lncRNA,chr1,1
MDS2,1,lncRNA,chr1,1
EEF1A1P48,1,pseudogene,chr1,1
RPL11,1,protein_coding,chr1,1
ELOA,1,protein_coding,chr1,1
ELOA-AS1,1,lncRNA,chr1,1
PITHD1,1,protein_coding,chr1,1
LOC105376860,1,lncRNA,chr1,1
LYPLA2,1,protein_coding,chr1,1
GALE,1,protein_coding,chr1,1
HMGCL,1,protein_coding,chr1,1
LOC105376861,1,lncRNA,chr1,1
FUCA1,1,protein_coding,chr1,1
CNR2,1,protein_coding,chr1,1
LOC124904841,1,pseudogene,chr1,1
BTBD6P1,1,pseudogene,chr1,1
MIR378F,1,miRNA,chr1,1
LOC124903877,1,lncRNA,chr1,1
H3P1,1,pseudogene,chr1,1
PNRC2,1,protein_coding,chr1,1
SRSF10,1,protein_coding,chr1,1
LOC105378615,1,lncRNA,chr1,1
RPL36P5,1,pseudogene,chr1,1
LOC105376863,1,lncRNA,chr1,1
LOC107984931,1,lncRNA,chr1,1
MYOM3,1,protein_coding,chr1,1
MYOM3-AS1,1,lncRNA,chr1,1
LOC124903878,1,lncRNA,chr1,1
LOC105376864,1,lncRNA,chr1,1
IL22RA1,1,protein_coding,chr1,1
LOC124903879,1,lncRNA,chr1,1
IFNLR1,1,protein_coding,chr1,1
LINC02800,1,lncRNA,chr1,1
GRHL3-AS1,1,lncRNA,chr1,1
GRHL3,1,protein_coding,chr1,1
STPG1,1,protein_coding,chr1,1
NIPAL3,1,protein_coding,chr1,1
RCAN3AS,1,lncRNA,chr1,1
RCAN3,1,protein_coding,chr1,1
NCMAP-DT,1,lncRNA,chr1,1
NCMAP,1,protein_coding,chr1,1
RPL26P8,1,pseudogene,chr1,1
SRRM1,1,protein_coding,chr1,1
LOC124904829,1,snoRNA,chr1,1
CLIC4,1,protein_coding,chr1,1
RNU6-1208P,1,pseudogene,chr1,1
LOC105376876,1,lncRNA,chr1,1
RUNX3,1,protein_coding,chr1,1
MIR6731,1,miRNA,chr1,1
RUNX3-AS1,1,lncRNA,chr1,1
MIR4425,1,miRNA,chr1,1
LINC02793,1,lncRNA,chr1,1
IFITM3P7,1,pseudogene,chr1,1
LOC124903880,1,lncRNA,chr1,1
SYF2,1,protein_coding,chr1,1
LOC124903881,1,lncRNA,chr1,1
RSRP1,1,protein_coding,chr1,1
LOC105376882,2,lncRNA,chr1,1
RHD,1,protein_coding,chr1,1
SDHDP6,1,pseudogene,chr1,1
TMEM50A,1,protein_coding,chr1,1
LOC124904723,1,pseudogene,chr1,1
LOC124904823,1,snoRNA,chr1,1
RHCE,1,protein_coding,chr1,1
SDHDP7,1,pseudogene,chr1,1
MACO1,1,protein_coding,chr1,1
LDLRAP1,1,protein_coding,chr1,1
MAN1C1,1,protein_coding,chr1,1
SELENON,1,protein_coding,chr1,1
LOC646471,1,lncRNA,chr1,1
MTFR1L,1,protein_coding,chr1,1
AUNIP,1,protein_coding,chr1,1
PAQR7,1,protein_coding,chr1,1
STMN1,1,protein_coding,chr1,1
SNRPFP2,1,pseudogene,chr1,1
RPL39P7,1,pseudogene,chr1,1
MIR3917,1,miRNA,chr1,1
LOC105376885,1,lncRNA,chr1,1
PAFAH2,1,protein_coding,chr1,1
RNU6-110P,1,pseudogene,chr1,1
LOC124900433,1,ncRNA,chr1,1
EXTL1,1,protein_coding,chr1,1
SLC30A2,1,protein_coding,chr1,1
LOC105376910,1,lncRNA,chr1,1
TRIM63,1,protein_coding,chr1,1
PDIK1L,1,protein_coding,chr1,1
FAM110D,1,protein_coding,chr1,1
C1orf232,1,protein_coding,chr1,1
ZNF593OS,1,protein_coding,chr1,1
ZNF593,1,protein_coding,chr1,1
CNKSR1,1,protein_coding,chr1,1
CATSPER4,1,protein_coding,chr1,1
LOC100420494,1,pseudogene,chr1,1
LOC124903882,1,lncRNA,chr1,1
ZPLD2P,1,lncRNA,chr1,1
CEP85,1,protein_coding,chr1,1
LOC124904684,1,pseudogene,chr1,1
MRPS6P1,1,pseudogene,chr1,1
SH3BGRL3,1,protein_coding,chr1,1
UBXN11,1,protein_coding,chr1,1
CD52,1,protein_coding,chr1,1
CRYBG2,1,protein_coding,chr1,1
RPL34P4,1,pseudogene,chr1,1
ZNF683,1,protein_coding,chr1,1
LIN28A,1,protein_coding,chr1,1
LOC124903883,1,lncRNA,chr1,1
DHDDS,1,protein_coding,chr1,1
RPL17P9,1,pseudogene,chr1,1
DHDDS-AS1,1,lncRNA,chr1,1
HMGN2,1,protein_coding,chr1,1
DPPA2P2,1,pseudogene,chr1,1
LOC124903884,1,lncRNA,chr1,1
RPS6KA1,1,protein_coding,chr1,1
MIR1976,1,miRNA,chr1,1
RN7SL679P,1,pseudogene,chr1,1
LOC124904769,1,snRNA,chr1,1
LOC124904813,1,snoRNA,chr1,1
LOC105376888,1,lncRNA,chr1,1
LOC124900417,1,protein_coding,chr1,1
LOC101928728,1,lncRNA,chr1,1
ARID1A,1,protein_coding,chr1,1
PIGV,1,protein_coding,chr1,1
RN7SL165P,1,pseudogene,chr1,1
ZDHHC18,1,protein_coding,chr1,1
SFN,1,protein_coding,chr1,1
GPN2,1,protein_coding,chr1,1
GPATCH3,1,protein_coding,chr1,1
NUDC,1,protein_coding,chr1,1
NR0B2,1,protein_coding,chr1,1
KDF1,1,protein_coding,chr1,1
RPL12P13,1,pseudogene,chr1,1
RPL32P6,1,pseudogene,chr1,1
OSTCP2,1,protein_coding,chr1,1
TRNP1,1,protein_coding,chr1,1
TENT5B,1,protein_coding,chr1,1
LOC101928391,1,lncRNA,chr1,1
SLC9A1,1,protein_coding,chr1,1
LOC102723760,1,lncRNA,chr1,1
RPL18AP5,1,pseudogene,chr1,1
CHCHD3P3,1,pseudogene,chr1,1
NPM1P39,1,pseudogene,chr1,1
SNRPEP7,1,pseudogene,chr1,1
WDTC1-DT,1,lncRNA,chr1,1
WDTC1,1,protein_coding,chr1,1
TMEM222,1,protein_coding,chr1,1
ACTG1P20,1,transcribed_pseudogene,chr1,1
RNU6-48P,1,pseudogene,chr1,1
SYTL1,1,protein_coding,chr1,1
MAP3K6,1,protein_coding,chr1,1
FCN3,1,protein_coding,chr1,1
CD164L2,1,protein_coding,chr1,1
GPR3,1,protein_coding,chr1,1
WASF2,1,protein_coding,chr1,1
LOC105376892,1,lncRNA,chr1,1
AHDC1,1,protein_coding,chr1,1
FGR,1,protein_coding,chr1,1
LOC729973,1,pseudogene,chr1,1
LINC02574,1,lncRNA,chr1,1
IFI6,1,protein_coding,chr1,1
RNU6-949P,1,pseudogene,chr1,1
CHMP1AP1,1,pseudogene,chr1,1
RNU6-424P,1,pseudogene,chr1,1
FAM76A,1,protein_coding,chr1,1
RPEP3,1,pseudogene,chr1,1
STX12,1,protein_coding,chr1,1
RNU6-1245P,1,pseudogene,chr1,1
LOC124903885,1,lncRNA,chr1,1
PPP1R8,1,protein_coding,chr1,1
SCARNA1,1,ncRNA,chr1,1
THEMIS2,1,protein_coding,chr1,1
RPA2,1,protein_coding,chr1,1
SMPDL3B,1,protein_coding,chr1,1
XKR8,1,protein_coding,chr1,1
EYA3,1,protein_coding,chr1,1
RN7SL559P,1,pseudogene,chr1,1
SPCS2P4,1,pseudogene,chr1,1
LOC100131223,1,pseudogene,chr1,1
RNU6-176P,1,pseudogene,chr1,1
RNU7-29P,1,pseudogene,chr1,1
PTAFR,1,protein_coding,chr1,1
DNAJC8,1,protein_coding,chr1,1
ATP5IF1,1,protein_coding,chr1,1
SESN2,1,protein_coding,chr1,1
MED18,1,protein_coding,chr1,1
PHACTR4,1,protein_coding,chr1,1
RNU6ATAC27P,1,pseudogene,chr1,1
SNHG3,1,lncRNA,chr1,1
RCC1,1,protein_coding,chr1,1
SNORA73A,1,snoRNA,chr1,1
SNORA73B,1,snoRNA,chr1,1
LOC124904836,1,snoRNA,chr1,1
PRDX3P2,1,pseudogene,chr1,1
TRNAU1AP,1,protein_coding,chr1,1
SNHG12,1,lncRNA,chr1,1
SNORD99,1,snoRNA,chr1,1
SNORA61,1,snoRNA,chr1,1
SNORA44,1,snoRNA,chr1,1
SNORA16A,1,snoRNA,chr1,1
RAB42,1,protein_coding,chr1,1
TAF12,1,protein_coding,chr1,1
TAF12-DT,1,lncRNA,chr1,1
RNU11,1,snRNA,chr1,1
GMEB1,1,protein_coding,chr1,1
LOC124904809,1,ncRNA,chr1,1
YTHDF2,1,protein_coding,chr1,1
OPRD1,1,protein_coding,chr1,1
EPB41,1,protein_coding,chr1,1
LOC124903886,1,lncRNA,chr1,1
RPL27P4,1,pseudogene,chr1,1
TMEM200B,1,protein_coding,chr1,1
SRSF4,1,protein_coding,chr1,1
MECR,1,protein_coding,chr1,1
LOC124903887,1,lncRNA,chr1,1
PTPRU,1,protein_coding,chr1,1
LINC01756,1,lncRNA,chr1,1
LOC107984933,1,lncRNA,chr1,1
LOC107984934,1,lncRNA,chr1,1
LINC01648,1,lncRNA,chr1,1
LOC105378617,1,lncRNA,chr1,1
LOC105378618,1,lncRNA,chr1,1
LOC124903888,1,lncRNA,chr1,1
MATN1,1,protein_coding,chr1,1
MATN1-AS1,1,lncRNA,chr1,1
LAPTM5,1,protein_coding,chr1,1
MIR4420,1,miRNA,chr1,1
LOC105378620,1,lncRNA,chr1,1
LOC105378621,1,lncRNA,chr1,1
LINC01778,1,lncRNA,chr1,1
RN7SKP91,1,pseudogene,chr1,1
LOC400748,1,lncRNA,chr1,1
SDC3,1,protein_coding,chr1,1
RN7SL371P,1,pseudogene,chr1,1
PUM1,1,protein_coding,chr1,1
SNORD103A,1,snoRNA,chr1,1
SNORD103B,1,snoRNA,chr1,1
SNORD103C,1,snoRNA,chr1,1
LOC107985097,1,pseudogene,chr1,1
SELENOWP1,1,pseudogene,chr1,1
LOC124904579,1,protein_coding,chr1,1
RPL21P22,1,pseudogene,chr1,1
LOC107984935,1,lncRNA,chr1,1
NKAIN1,1,protein_coding,chr1,1
SNRNP40,1,protein_coding,chr1,1
ZCCHC17,1,protein_coding,chr1,1
FABP3,1,protein_coding,chr1,1
LOC124903892,1,lncRNA,chr1,1
LOC105378623,1,lncRNA,chr1,1
SERINC2,1,protein_coding,chr1,1
LOC124903900,1,lncRNA,chr1,1
LOC105378625,1,lncRNA,chr1,1
LOC105379772,1,lncRNA,chr1,1
EEF1A1P46,1,pseudogene,chr1,1
RNU6-40P,1,pseudogene,chr1,1
LDC1P,1,transcribed_pseudogene,chr1,1
LINC01226,1,lncRNA,chr1,1
LOC124903917,1,lncRNA,chr1,1
LOC105378626,1,lncRNA,chr1,1
TINAGL1,1,protein_coding,chr1,1
HCRTR1,1,protein_coding,chr1,1
PEF1,1,protein_coding,chr1,1
PEF1-AS1,1,lncRNA,chr1,1
COL16A1,1,protein_coding,chr1,1
LOC101929444,1,lncRNA,chr1,1
ADGRB2,1,protein_coding,chr1,1
MIR4254,1,miRNA,chr1,1
LOC124903930,1,lncRNA,chr1,1
SPOCD1,1,protein_coding,chr1,1
PTP4A2,1,protein_coding,chr1,1
KHDRBS1,1,protein_coding,chr1,1
TMEM39B,1,protein_coding,chr1,1
MIR5585,1,miRNA,chr1,1
KPNA6,1,protein_coding,chr1,1
TXLNA,1,protein_coding,chr1,1
CCDC28B,1,protein_coding,chr1,1
IQCC,1,protein_coding,chr1,1
DCDC2B,1,protein_coding,chr1,1
TMEM234,1,protein_coding,chr1,1
EIF3I,1,protein_coding,chr1,1
MTMR9LP,1,transcribed_pseudogene,chr1,1
FAM167B,1,protein_coding,chr1,1
LCK,1,protein_coding,chr1,1
HDAC1,1,protein_coding,chr1,1
MARCKSL1,1,protein_coding,chr1,1
LOC124903949,1,lncRNA,chr1,1
LOC105378629,1,lncRNA,chr1,1
LOC124903933,1,lncRNA,chr1,1
FAM229A,1,protein_coding,chr1,1
TSSK3,1,protein_coding,chr1,1
BSDC1,1,protein_coding,chr1,1
GAPDHP20,1,pseudogene,chr1,1
LRRC37A12P,1,pseudogene,chr1,1
RN7SL122P,1,pseudogene,chr1,1
ZBTB8B,1,protein_coding,chr1,1
ZBTB8A,1,protein_coding,chr1,1
LOC124903952,1,lncRNA,chr1,1
LOC102723870,1,lncRNA,chr1,1
ZBTB8OS,1,protein_coding,chr1,1
RBBP4,1,protein_coding,chr1,1
SYNC,1,protein_coding,chr1,1
KIAA1522,1,protein_coding,chr1,1
YARS1,1,protein_coding,chr1,1
S100PBP,1,protein_coding,chr1,1
FNDC5,1,protein_coding,chr1,1
LOC105378631,1,lncRNA,chr1,1
HPCA,1,protein_coding,chr1,1
TMEM54,1,protein_coding,chr1,1
LOC105378632,1,lncRNA,chr1,1
RNF19B,1,protein_coding,chr1,1
LOC107984936,1,protein_coding,chr1,1
RPL18AP4,1,pseudogene,chr1,1
LOC100419257,1,pseudogene,chr1,1
AK2,1,protein_coding,chr1,1
LOC124903969,1,lncRNA,chr1,1
LOC105378635,1,lncRNA,chr1,1
AZIN2,1,protein_coding,chr1,1
ZNF362,1,protein_coding,chr1,1
TRIM62,1,protein_coding,chr1,1
A3GALT2,1,protein_coding,chr1,1
PHC2,1,protein_coding,chr1,1
MIR3605,1,miRNA,chr1,1
RN7SKP16,1,pseudogene,chr1,1
PHC2-AS1,1,lncRNA,chr1,1
TLR12P,1,pseudogene,chr1,1
ZSCAN20,1,protein_coding,chr1,1
LOC100422287,1,pseudogene,chr1,1
CSMD2,1,protein_coding,chr1,1
LOC124903976,1,lncRNA,chr1,1
HSPD1P14,1,pseudogene,chr1,1
HMGB4,1,protein_coding,chr1,1
CSMD2-AS1,1,lncRNA,chr1,1
RNA5SP42,1,pseudogene,chr1,1
C1orf94,1,protein_coding,chr1,1
LOC100420336,1,pseudogene,chr1,1
LOC105378639,1,lncRNA,chr1,1
LOC105378641,1,lncRNA,chr1,1
MIR552,1,miRNA,chr1,1
LOC105378642,1,lncRNA,chr1,1
GJB5,1,protein_coding,chr1,1
GJB4,1,protein_coding,chr1,1
GJB3,1,protein_coding,chr1,1
GJA4,1,protein_coding,chr1,1
SMIM12,1,protein_coding,chr1,1
DLGAP3,1,protein_coding,chr1,1
GPR199P,1,lncRNA,chr1,1
TMEM35B,1,protein_coding,chr1,1
ZMYM6,1,protein_coding,chr1,1
LOC124903990,1,lncRNA,chr1,1
RPL12P45,1,pseudogene,chr1,1
ZMYM1,1,protein_coding,chr1,1
EFCAB14P1,1,pseudogene,chr1,1
LOC105378644,1,lncRNA,chr1,1
SFPQ,1,protein_coding,chr1,1
ZMYM4,1,protein_coding,chr1,1
RN7SL503P,1,pseudogene,chr1,1
LOC124900419,1,snoRNA,chr1,1
RPL5P4,1,pseudogene,chr1,1
ZMYM4-AS1,1,lncRNA,chr1,1
RNY5P1,1,pseudogene,chr1,1
KIAA0319L,1,protein_coding,chr1,1
LOC100419802,1,pseudogene,chr1,1
NCDN,1,protein_coding,chr1,1
TFAP2E-AS1,1,lncRNA,chr1,1
TFAP2E,1,protein_coding,chr1,1
PSMB2,1,protein_coding,chr1,1
LOC105378646,1,lncRNA,chr1,1
C1orf216,1,protein_coding,chr1,1
CLSPN,1,protein_coding,chr1,1
AGO4,1,protein_coding,chr1,1
AGO1,1,protein_coding,chr1,1
AGO3,1,protein_coding,chr1,1
LOC105378647,1,lncRNA,chr1,1
LOC100128093,1,pseudogene,chr1,1
TEKT2,1,protein_coding,chr1,1
ADPRS,1,protein_coding,chr1,1
COL8A2,1,protein_coding,chr1,1
TRAPPC3,1,protein_coding,chr1,1
MAP7D1,1,protein_coding,chr1,1
RN7SL131P,1,pseudogene,chr1,1
THRAP3,1,protein_coding,chr1,1
UBE2V2P4,1,pseudogene,chr1,1
SH3D21,1,protein_coding,chr1,1
EVA1B,1,protein_coding,chr1,1
STK40,1,protein_coding,chr1,1
LOC124904012,1,lncRNA,chr1,1
LSM10,1,protein_coding,chr1,1
LOC124904013,1,lncRNA,chr1,1
RNU4-27P,1,pseudogene,chr1,1
OSCP1,1,protein_coding,chr1,1
SNORA63C,1,snoRNA,chr1,1
LOC107984940,1,lncRNA,chr1,1
MRPS15,1,protein_coding,chr1,1
CSF3R,1,protein_coding,chr1,1
FTLP18,1,pseudogene,chr1,1
LOC107984941,1,lncRNA,chr1,1
LOC105378648,1,lncRNA,chr1,1
LOC124904023,1,lncRNA,chr1,1
GRIK3,1,protein_coding,chr1,1
LOC124904027,1,lncRNA,chr1,1
MIR4255,1,miRNA,chr1,1
RNU6-636P,1,pseudogene,chr1,1
RNA5SP43,1,pseudogene,chr1,1
RPS29P6,1,pseudogene,chr1,1
LOC107984942,1,lncRNA,chr1,1
ZC3H12A-DT,1,lncRNA,chr1,1
ZC3H12A,1,protein_coding,chr1,1
MIR6732,1,miRNA,chr1,1
MEAF6,1,protein_coding,chr1,1
MIR5581,1,miRNA,chr1,1
LOC105378649,1,lncRNA,chr1,1
SNIP1,1,protein_coding,chr1,1
FTH1P1,1,pseudogene,chr1,1
RPS27P9,1,pseudogene,chr1,1
DNALI1,1,protein_coding,chr1,1
GNL2,1,protein_coding,chr1,1
RSPO1,1,protein_coding,chr1,1
C1orf109,1,protein_coding,chr1,1
CDCA8,1,protein_coding,chr1,1
EPHA10,1,protein_coding,chr1,1
LOC124904835,1,snoRNA,chr1,1
LOC105378650,1,lncRNA,chr1,1
ACTN4P2,1,pseudogene,chr1,1
LOC100129497,1,pseudogene,chr1,1
MANEAL,1,protein_coding,chr1,1
YRDC,1,protein_coding,chr1,1
C1orf122,1,protein_coding,chr1,1
MTF1,1,protein_coding,chr1,1
RPS2P13,1,pseudogene,chr1,1
INPP5B,1,protein_coding,chr1,1
RNU6-584P,1,pseudogene,chr1,1
LOC124904043,1,lncRNA,chr1,1
LOC105378651,1,lncRNA,chr1,1
SF3A3,1,protein_coding,chr1,1
RNU6-510P,1,pseudogene,chr1,1
FHL3,1,protein_coding,chr1,1
UTP11,1,protein_coding,chr1,1
POU3F1,1,protein_coding,chr1,1
MIR3659HG,1,lncRNA,chr1,1
MIR3659,1,miRNA,chr1,1
LINC02786,1,lncRNA,chr1,1
LOC105378654,1,lncRNA,chr1,1
LINC01343,1,lncRNA,chr1,1
LOC105378657,1,lncRNA,chr1,1
TUBB6P1,1,pseudogene,chr1,1
RNU6-753P,1,pseudogene,chr1,1
LOC107984943,1,lncRNA,chr1,1
LINC01685,1,lncRNA,chr1,1
LOC105378658,1,lncRNA,chr1,1
LOC105378660,1,lncRNA,chr1,1
HSPA5P1,1,pseudogene,chr1,1
RRAGC,1,protein_coding,chr1,1
MYCBP,1,protein_coding,chr1,1
GJA9-MYCBP,1,lncRNA,chr1,1
LOC105378663,1,lncRNA,chr1,1
GJA9,1,protein_coding,chr1,1
RHBDL2,1,protein_coding,chr1,1
LOC105378662,1,lncRNA,chr1,1
RNU6-605P,1,pseudogene,chr1,1
EIF1P2,1,pseudogene,chr1,1
AKIRIN1,1,protein_coding,chr1,1
NDUFS5,1,protein_coding,chr1,1
LOC124904088,1,lncRNA,chr1,1
MACF1,1,protein_coding,chr1,1
RNU6-608P,1,pseudogene,chr1,1
RNA5SP44,1,pseudogene,chr1,1
HSPE1P8,1,pseudogene,chr1,1
LOC124904101,1,lncRNA,chr1,1
BMP8A,1,protein_coding,chr1,1
TRK-CTT12-1,2,pseudogene,chr1,1
OXCT2P1,1,transcribed_pseudogene,chr1,1
PPIEL,1,transcribed_pseudogene,chr1,1
PABPC4,1,protein_coding,chr1,1
PABPC4-AS1,1,lncRNA,chr1,1
SNORA55,1,snoRNA,chr1,1
HEYL,1,protein_coding,chr1,1
NT5C1A,1,protein_coding,chr1,1
HPCAL4,1,protein_coding,chr1,1
LOC100128091,1,pseudogene,chr1,1
RNU7-121P,1,pseudogene,chr1,1
PPIE,1,protein_coding,chr1,1
BMP8B,1,protein_coding,chr1,1
OXCT2,1,protein_coding,chr1,1
BMP8B-AS1,1,lncRNA,chr1,1
LOC101929536,1,lncRNA,chr1,1
LOC105378667,1,lncRNA,chr1,1
TRIT1,1,protein_coding,chr1,1
MYCL,1,protein_coding,chr1,1
MYCL-AS1,1,lncRNA,chr1,1
MFSD2A,1,protein_coding,chr1,1
RPS2P12,1,pseudogene,chr1,1
LOC105378669,1,lncRNA,chr1,1
CAP1,1,protein_coding,chr1,1
PPT1,1,protein_coding,chr1,1
OAZ1P1,1,pseudogene,chr1,1
LOC105378671,1,lncRNA,chr1,1
RLF,1,protein_coding,chr1,1
RNU6-1237P,1,pseudogene,chr1,1
TMCO2,1,protein_coding,chr1,1
ZMPSTE24,1,protein_coding,chr1,1
COL9A2,1,protein_coding,chr1,1
RPL21P20,1,pseudogene,chr1,1
SMAP2,1,protein_coding,chr1,1
ZFP69B,1,protein_coding,chr1,1
ZFP69,1,protein_coding,chr1,1
EXO5-DT,1,lncRNA,chr1,1
EXO5,1,protein_coding,chr1,1
LOC124904149,1,lncRNA,chr1,1
ZNF684,1,protein_coding,chr1,1
LOC100328982,1,pseudogene,chr1,1
LOC105378673,1,lncRNA,chr1,1
GTF2F2P2,1,pseudogene,chr1,1
RIMS3,1,protein_coding,chr1,1
LOC105378675,1,lncRNA,chr1,1
NFYC-AS1,1,lncRNA,chr1,1
NFYC,1,protein_coding,chr1,1
MIR30E,1,miRNA,chr1,1
MIR30C1,1,miRNA,chr1,1
KCNQ4,1,protein_coding,chr1,1
RN7SL326P,1,pseudogene,chr1,1
LOC105378676,1,lncRNA,chr1,1
CITED4,1,protein_coding,chr1,1
LOC124904157,1,lncRNA,chr1,1
LOC100128362,1,pseudogene,chr1,1
UBE2V1P8,1,pseudogene,chr1,1
CTPS1,1,protein_coding,chr1,1
SLFNL1-AS1,1,lncRNA,chr1,1
SLFNL1,1,protein_coding,chr1,1
SCMH1,1,protein_coding,chr1,1
RPL23AP17,1,pseudogene,chr1,1
LOC102723924,1,lncRNA,chr1,1
RPL36AP9,1,pseudogene,chr1,1
LOC124904158,1,lncRNA,chr1,1
LOC124904159,1,lncRNA,chr1,1
FOXO6,1,protein_coding,chr1,1
FOXO6-AS1,1,lncRNA,chr1,1
LOC105378678,1,lncRNA,chr1,1
RNA5SP45,1,pseudogene,chr1,1
EDN2,1,protein_coding,chr1,1
HIVEP3,1,protein_coding,chr1,1
LOC100418723,1,pseudogene,chr1,1
LOC124904160,1,lncRNA,chr1,1
HNRNPFP1,1,pseudogene,chr1,1
LOC124904161,1,lncRNA,chr1,1
GUCA2B,1,protein_coding,chr1,1
GUCA2A,1,protein_coding,chr1,1
FOXJ3,1,protein_coding,chr1,1
RIMKLA,1,protein_coding,chr1,1
RPS15AP8,1,pseudogene,chr1,1
ZMYND12,1,protein_coding,chr1,1
CCDC30,1,protein_coding,chr1,1
PPCS,1,protein_coding,chr1,1
RPS3AP11,1,pseudogene,chr1,1
TMSB4XP1,1,pseudogene,chr1,1
RNU6-536P,1,pseudogene,chr1,1
LOC124904162,1,lncRNA,chr1,1
PPIH,1,protein_coding,chr1,1
YBX1,1,protein_coding,chr1,1
CLDN19,1,protein_coding,chr1,1
P3H1,1,protein_coding,chr1,1
C1orf50,1,protein_coding,chr1,1
TMEM269-DT,1,lncRNA,chr1,1
TMEM269,1,protein_coding,chr1,1
LOC107984946,1,lncRNA,chr1,1
SVBP,1,protein_coding,chr1,1
ERMAP,1,protein_coding,chr1,1
LOC124904163,1,lncRNA,chr1,1
ZNF691,1,protein_coding,chr1,1
LOC339539,1,lncRNA,chr1,1
LOC100420252,1,pseudogene,chr1,1
MKRN8P,1,pseudogene,chr1,1
ATP6V1E1P1,1,pseudogene,chr1,1
SLC2A1,1,protein_coding,chr1,1
ATP6V0CP4,1,pseudogene,chr1,1
SLC2A1-DT,1,lncRNA,chr1,1
RNU6-880P,1,pseudogene,chr1,1
LOC124904715,1,pseudogene,chr1,1
FAM183A,1,protein_coding,chr1,1
EBNA1BP2,1,protein_coding,chr1,1
MIR6733,1,miRNA,chr1,1
CFAP57,1,protein_coding,chr1,1
LOC105378685,1,lncRNA,chr1,1
RNA5SP46,1,pseudogene,chr1,1
LOC124904164,1,lncRNA,chr1,1
TMEM125,1,protein_coding,chr1,1
C1orf210,1,protein_coding,chr1,1
TIE1,1,protein_coding,chr1,1
MPL,1,protein_coding,chr1,1
CDC20-DT,1,lncRNA,chr1,1
CDC20,1,protein_coding,chr1,1
ELOVL1,1,protein_coding,chr1,1
MIR6734,1,miRNA,chr1,1
LOC112268225,1,lncRNA,chr1,1
MED8,1,protein_coding,chr1,1
MED8-AS1,1,lncRNA,chr1,1
SZT2,1,protein_coding,chr1,1
SZT2-AS1,1,lncRNA,chr1,1
MIR6735,1,miRNA,chr1,1
HYI,1,protein_coding,chr1,1
HYI-AS1,1,lncRNA,chr1,1
PTPRF,1,protein_coding,chr1,1
KDM4A,1,protein_coding,chr1,1
LOC124904165,1,lncRNA,chr1,1
KDM4A-AS1,1,lncRNA,chr1,1
ST3GAL3,1,protein_coding,chr1,1
ST3GAL3-AS1,1,lncRNA,chr1,1
LOC124904721,1,pseudogene,chr1,1
LOC124904166,1,lncRNA,chr1,1
MIR6079,1,miRNA,chr1,1
SHMT1P1,1,pseudogene,chr1,1
ARTN,1,protein_coding,chr1,1
LINC02918,1,lncRNA,chr1,1
LOC101929609,1,lncRNA,chr1,1
IPO13,1,protein_coding,chr1,1
DPH2,1,protein_coding,chr1,1
LOC124904167,1,lncRNA,chr1,1
ATP6V0B,1,protein_coding,chr1,1
B4GALT2,1,protein_coding,chr1,1
CCDC24,1,protein_coding,chr1,1
