gene_family,copy_name,chromosome,arm,start,end,strand,phr_interval,phr_line_num,sharing_pattern,gene_biotype,reference_chromosome,is_shared_copy
ZNF595,ZNF595_0_shared_on_chr22,chr22,p,52753,87637,+,chr4:3087-68087,19,"chr4,chr10,chr13,chr14,chr15,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr1,chr1,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr2,chr2,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr4,chr4,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,NO
FRG2,FRG2_0_shared_on_chr5,chr5,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr6,chr6,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr7,chr7,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr8,chr8,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr9,chr9,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr10,chr10,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr11,chr11,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr13,chr13,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr16,chr16,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr17,chr17,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr18,chr18,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr19,chr19,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr20,chr20,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr21,chr21,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
FRG2,FRG2_0_shared_on_chr22,chr22,q,193392577,193395463,-,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",protein_coding,chr4,YES
MIR8078,MIR8078_37_shared_on_chr1,chr1,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr2,chr2,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr4,chr4,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_37_shared_on_chr5,chr5,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr6,chr6,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr7,chr7,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr8,chr8,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr9,chr9,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr10,chr10,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr11,chr11,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr13,chr13,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr16,chr16,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr17,chr17,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr18,chr18,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr19,chr19,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr20,chr20,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr21,chr21,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_37_shared_on_chr22,chr22,q,193437427,193437510,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr1,chr1,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr2,chr2,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr4,chr4,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_1_shared_on_chr5,chr5,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr6,chr6,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr7,chr7,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr8,chr8,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr9,chr9,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr10,chr10,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr11,chr11,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr13,chr13,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr16,chr16,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr17,chr17,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr18,chr18,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr19,chr19,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr20,chr20,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr21,chr21,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_1_shared_on_chr22,chr22,q,193440723,193440806,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr1,chr1,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr2,chr2,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr4,chr4,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_16_shared_on_chr5,chr5,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr6,chr6,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr7,chr7,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr8,chr8,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr9,chr9,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr10,chr10,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr11,chr11,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr13,chr13,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr16,chr16,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr17,chr17,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr18,chr18,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr19,chr19,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr20,chr20,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr21,chr21,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_16_shared_on_chr22,chr22,q,193444020,193444103,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr1,chr1,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr2,chr2,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr4,chr4,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_9_shared_on_chr5,chr5,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr6,chr6,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr7,chr7,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr8,chr8,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr9,chr9,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr10,chr10,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr11,chr11,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr13,chr13,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr16,chr16,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr17,chr17,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr18,chr18,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr19,chr19,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr20,chr20,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr21,chr21,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_9_shared_on_chr22,chr22,q,193447316,193447399,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr1,chr1,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr2,chr2,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr4,chr4,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_30_shared_on_chr5,chr5,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr6,chr6,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr7,chr7,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr8,chr8,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr9,chr9,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr10,chr10,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_30_shared_on_chr11,chr11,q,193450612,193450695,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
